,Period,Price,Type,Location,Property Ref,Added On,Last Updated,Market Status,Bedrooms,Bathrooms,Toilets,Parking Spaces,Servicing,Service Charge,   ,Furnishing,Total Area,Covered Area
2754, per annum,"5,000,000", Detached Duplex," Chevyview Estate Chevron, Lekki, Lagos", 1312000, 07 May 2022, 07 May 2022, Available, 5, 5, 6, 5,,,,,,
2755, per annum,"9,000,000", Flat / Apartment," Off Oba Adeyinka Avenue, Ikoyi, Lagos", 1311992, 07 May 2022, 07 May 2022, Available, 3, 3, 4,, Serviced," ₦3,000,000 ", ,,,
2756, per annum,"10,000,000", Flat / Apartment," Off Alfred Rewane Road, Ikoyi, Lagos", 1311981, 07 May 2022, 07 May 2022, Available, 4, 4, 5,, Serviced," ₦3,000,000 ", ,,,
2757, per annum,"2,500,000", Terraced Duplex," 2nd Toll Gate, Lekki, Lagos", 1311466, 06 May 2022, 06 May 2022, Available, 2, 2, 3,, Serviced,,,,,
2758, per annum,"4,000,000", Semi-detached Duplex," 2nd Toll Gate, Lekki, Lagos", 1311410, 06 May 2022, 06 May 2022, Available, 4, 4, 5,,,, ,,,
2759, per annum,"3,500,000", House," Thomas Estate, Ajah, Lagos", 1266462, 22 Mar 2022, 06 May 2022, Available, 4,, 4,,,, ,,,
2760, per annum,"5,500,000", Detached Duplex," Lafiaji, Lekki, Lagos", 1288899, 13 Apr 2022, 13 Apr 2022, Available, 4, 4, 5, 3,,,,,,
2761, per annum,"5,000,000", Detached Duplex," Ikota, Lekki, Lagos", 1302534, 27 Apr 2022, 27 Apr 2022, Available, 4, 6, 5, 3,,,,,,
2762, per annum,"500,000", Mini Flat (Room and Parlour)," Boundary Road, Very Close To Major Express Way, Imalete Alafia, Ibeju Lekki, Lagos", 1311974, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 8,,,, Furnished, 750 sqm, 400 sqm
2763, per annum,"12,000,000", Flat / Apartment," Wuse2, Wuse 2, Abuja", 1311975, 06 May 2022, 07 May 2022, Available, 3, 3, 4, 4, Serviced," ₦2,000,000 per annum", ,,,
2764, per annum,"500,000", Mini Flat (Room and Parlour)," Military Estate Eleko Junction, Eleko, Ibeju Lekki, Lagos", 1311878, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 15,,,, Furnished, 700 sqm, 350 sqm
2765, per annum,"3,000,000", Flat / Apartment," Lekki, Lekki Phase 1, Lekki, Lagos", 1311969, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 1,,, ,, 150 sqm, 100 sqm
2766, per annum,"9,000,000", Semi-detached Duplex," Ikeja G.r.a, Ikeja GRA, Ikeja, Lagos", 1311962, 06 May 2022, 07 May 2022, Available, 5, 5, 6, 5,,,,,,
2767, per annum,"2,300,000", Terraced Duplex," Sandworth Homes Estate, Jerry Nwakobi Strret, Abraham Adesanya, Ajah, Lagos", 1149923, 24 Nov 2021, 06 May 2022, Available, 4,, 5, 3,,, ,,,
2768, per annum,"3,000,000", Flat / Apartment," Osapa, Lekki, Lagos", 1311956, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 2,,,,,,
2769, per annum,"3,000,000", Flat / Apartment," Oral Estate, Ikota, Lekki, Lagos", 1311951, 06 May 2022, 06 May 2022, Available, 3, 3, 3,, Serviced," ₦200,000 per annum", ,,,
2770, per annum,"13,000,000", Semi-detached Duplex," Maitama, Maitama District, Abuja", 1311947, 06 May 2022, 07 May 2022, Available, 5, 5, 6, 4, Serviced," ₦3,000,000 per annum", ,,,
2771, per annum,"6,000,000", Semi-detached Duplex," Off Oba Akinjobi Str, Ikeja GRA, Ikeja, Lagos", 1277132, 01 Apr 2022, 07 May 2022, Available, 4, 4, 5,,,, ,,,
2772, per day,"50,000", Conference / Meeting / Training Room," 21, Ogunnusi Road., Ogba, Ikeja, Lagos", 1220208, 07 Feb 2022, 07 Feb 2022, Available,,,, 120,,,,,,
2773, per annum,"2,500,000", Flat / Apartment," Lekki Phase 1 Right, Lekki Phase 1, Lekki, Lagos", 1312009, 07 May 2022, 07 May 2022, Available, 2, 2, 3, 2,,,,,,
2774, per annum,"12,000,000", Semi-detached Duplex," Lekki Phase 1, Lekki, Lagos", 1290818, 15 Apr 2022, 28 Apr 2022, Available, 5, 5, 6, 8,,,,,,
2775, per annum,"5,000,000", Detached Duplex," Chevyview Estate Chevron, Lekki, Lagos", 1312000, 07 May 2022, 07 May 2022, Available, 5, 5, 6, 5,,,,,,
2776, per annum,"9,000,000", Flat / Apartment," Off Oba Adeyinka Avenue, Ikoyi, Lagos", 1311992, 07 May 2022, 07 May 2022, Available, 3, 3, 4,, Serviced," ₦3,000,000 ", ,,,
2777, per annum,"10,000,000", Flat / Apartment," Off Alfred Rewane Road, Ikoyi, Lagos", 1311981, 07 May 2022, 07 May 2022, Available, 4, 4, 5,, Serviced," ₦3,000,000 ", ,,,
2778, per annum,"2,500,000", Terraced Duplex," 2nd Toll Gate, Lekki, Lagos", 1311466, 06 May 2022, 06 May 2022, Available, 2, 2, 3,, Serviced,,,,,
2779, per annum,"4,000,000", Semi-detached Duplex," 2nd Toll Gate, Lekki, Lagos", 1311410, 06 May 2022, 06 May 2022, Available, 4, 4, 5,,,, ,,,
2780, per annum,"3,500,000", House," Thomas Estate, Ajah, Lagos", 1266462, 22 Mar 2022, 06 May 2022, Available, 4,, 4,,,, ,,,
2781, per annum,"5,500,000", Detached Duplex," Lafiaji, Lekki, Lagos", 1288899, 13 Apr 2022, 13 Apr 2022, Available, 4, 4, 5, 3,,,,,,
2782, per annum,"5,000,000", Detached Duplex," Ikota, Lekki, Lagos", 1302534, 27 Apr 2022, 27 Apr 2022, Available, 4, 6, 5, 3,,,,,,
2783, per annum,"500,000", Mini Flat (Room and Parlour)," Boundary Road, Very Close To Major Express Way, Imalete Alafia, Ibeju Lekki, Lagos", 1311974, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 8,,,, Furnished, 750 sqm, 400 sqm
2784, per annum,"12,000,000", Flat / Apartment," Wuse2, Wuse 2, Abuja", 1311975, 06 May 2022, 07 May 2022, Available, 3, 3, 4, 4, Serviced," ₦2,000,000 per annum", ,,,
2785, per annum,"500,000", Mini Flat (Room and Parlour)," Military Estate Eleko Junction, Eleko, Ibeju Lekki, Lagos", 1311878, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 15,,,, Furnished, 700 sqm, 350 sqm
2786, per annum,"3,000,000", Flat / Apartment," Lekki, Lekki Phase 1, Lekki, Lagos", 1311969, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 1,,, ,, 150 sqm, 100 sqm
2787, per annum,"9,000,000", Semi-detached Duplex," Ikeja G.r.a, Ikeja GRA, Ikeja, Lagos", 1311962, 06 May 2022, 07 May 2022, Available, 5, 5, 6, 5,,,,,,
2788, per annum,"2,300,000", Terraced Duplex," Sandworth Homes Estate, Jerry Nwakobi Strret, Abraham Adesanya, Ajah, Lagos", 1149923, 24 Nov 2021, 06 May 2022, Available, 4,, 5, 3,,, ,,,
2789, per annum,"3,000,000", Flat / Apartment," Osapa, Lekki, Lagos", 1311956, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 2,,,,,,
2790, per annum,"3,000,000", Flat / Apartment," Oral Estate, Ikota, Lekki, Lagos", 1311951, 06 May 2022, 06 May 2022, Available, 3, 3, 3,, Serviced," ₦200,000 per annum", ,,,
2791, per annum,"13,000,000", Semi-detached Duplex," Maitama, Maitama District, Abuja", 1311947, 06 May 2022, 07 May 2022, Available, 5, 5, 6, 4, Serviced," ₦3,000,000 per annum", ,,,
2792, per annum,"6,000,000", Semi-detached Duplex," Off Oba Akinjobi Str, Ikeja GRA, Ikeja, Lagos", 1277132, 01 Apr 2022, 07 May 2022, Available, 4, 4, 5,,,, ,,,
2793, per annum,"3,000,000", Terraced Duplex," Amity Estate, Sangotedo, Ajah, Lagos", 979164, 17 Jun 2021, 04 May 2022, Available, 3, 3, 4, 2,,,,,,
2794, per annum,"2,500,000", Flat / Apartment," Lekki Phase 1 Right, Lekki Phase 1, Lekki, Lagos", 1312009, 07 May 2022, 07 May 2022, Available, 2, 2, 3, 2,,,,,,
2795, per annum,"12,000,000", Semi-detached Duplex," Lekki Phase 1, Lekki, Lagos", 1290818, 15 Apr 2022, 28 Apr 2022, Available, 5, 5, 6, 8,,,,,,
2796, per annum,"5,000,000", Detached Duplex," Chevyview Estate Chevron, Lekki, Lagos", 1312000, 07 May 2022, 07 May 2022, Available, 5, 5, 6, 5,,,,,,
2797, per annum,"9,000,000", Flat / Apartment," Off Oba Adeyinka Avenue, Ikoyi, Lagos", 1311992, 07 May 2022, 07 May 2022, Available, 3, 3, 4,, Serviced," ₦3,000,000 ", ,,,
2798, per annum,"10,000,000", Flat / Apartment," Off Alfred Rewane Road, Ikoyi, Lagos", 1311981, 07 May 2022, 07 May 2022, Available, 4, 4, 5,, Serviced," ₦3,000,000 ", ,,,
2799, per annum,"2,500,000", Terraced Duplex," 2nd Toll Gate, Lekki, Lagos", 1311466, 06 May 2022, 06 May 2022, Available, 2, 2, 3,, Serviced,,,,,
2800, per annum,"4,000,000", Semi-detached Duplex," 2nd Toll Gate, Lekki, Lagos", 1311410, 06 May 2022, 06 May 2022, Available, 4, 4, 5,,,, ,,,
2801, per annum,"3,500,000", House," Thomas Estate, Ajah, Lagos", 1266462, 22 Mar 2022, 06 May 2022, Available, 4,, 4,,,, ,,,
2802, per annum,"5,500,000", Detached Duplex," Lafiaji, Lekki, Lagos", 1288899, 13 Apr 2022, 13 Apr 2022, Available, 4, 4, 5, 3,,,,,,
2803, per annum,"5,000,000", Detached Duplex," Ikota, Lekki, Lagos", 1302534, 27 Apr 2022, 27 Apr 2022, Available, 4, 6, 5, 3,,,,,,
2804, per annum,"500,000", Mini Flat (Room and Parlour)," Boundary Road, Very Close To Major Express Way, Imalete Alafia, Ibeju Lekki, Lagos", 1311974, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 8,,,, Furnished, 750 sqm, 400 sqm
2805, per annum,"12,000,000", Flat / Apartment," Wuse2, Wuse 2, Abuja", 1311975, 06 May 2022, 07 May 2022, Available, 3, 3, 4, 4, Serviced," ₦2,000,000 per annum", ,,,
2806, per annum,"500,000", Mini Flat (Room and Parlour)," Military Estate Eleko Junction, Eleko, Ibeju Lekki, Lagos", 1311878, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 15,,,, Furnished, 700 sqm, 350 sqm
2807, per annum,"3,000,000", Flat / Apartment," Lekki, Lekki Phase 1, Lekki, Lagos", 1311969, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 1,,, ,, 150 sqm, 100 sqm
2808, per annum,"9,000,000", Semi-detached Duplex," Ikeja G.r.a, Ikeja GRA, Ikeja, Lagos", 1311962, 06 May 2022, 07 May 2022, Available, 5, 5, 6, 5,,,,,,
2809, per annum,"2,300,000", Terraced Duplex," Sandworth Homes Estate, Jerry Nwakobi Strret, Abraham Adesanya, Ajah, Lagos", 1149923, 24 Nov 2021, 06 May 2022, Available, 4,, 5, 3,,, ,,,
2810, per annum,"3,000,000", Flat / Apartment," Osapa, Lekki, Lagos", 1311956, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 2,,,,,,
2811, per annum,"3,000,000", Flat / Apartment," Oral Estate, Ikota, Lekki, Lagos", 1311951, 06 May 2022, 06 May 2022, Available, 3, 3, 3,, Serviced," ₦200,000 per annum", ,,,
2812, per annum,"13,000,000", Semi-detached Duplex," Maitama, Maitama District, Abuja", 1311947, 06 May 2022, 07 May 2022, Available, 5, 5, 6, 4, Serviced," ₦3,000,000 per annum", ,,,
2813, per annum,"6,000,000", Semi-detached Duplex," Off Oba Akinjobi Str, Ikeja GRA, Ikeja, Lagos", 1277132, 01 Apr 2022, 07 May 2022, Available, 4, 4, 5,,,, ,,,
2814, per annum,"3,000,000", Terraced Duplex," Amity Estate, Sangotedo, Ajah, Lagos", 979164, 17 Jun 2021, 04 May 2022, Available, 3, 3, 4, 2,,,,,,
2815, per annum,"2,500,000", Flat / Apartment," Lekki Phase 1 Right, Lekki Phase 1, Lekki, Lagos", 1312009, 07 May 2022, 07 May 2022, Available, 2, 2, 3, 2,,,,,,
2816, per annum,"12,000,000", Semi-detached Duplex," Lekki Phase 1, Lekki, Lagos", 1290818, 15 Apr 2022, 28 Apr 2022, Available, 5, 5, 6, 8,,,,,,
2817, per annum,"5,000,000", Detached Duplex," Chevyview Estate Chevron, Lekki, Lagos", 1312000, 07 May 2022, 07 May 2022, Available, 5, 5, 6, 5,,,,,,
2818, per annum,"9,000,000", Flat / Apartment," Off Oba Adeyinka Avenue, Ikoyi, Lagos", 1311992, 07 May 2022, 07 May 2022, Available, 3, 3, 4,, Serviced," ₦3,000,000 ", ,,,
2819, per annum,"10,000,000", Flat / Apartment," Off Alfred Rewane Road, Ikoyi, Lagos", 1311981, 07 May 2022, 07 May 2022, Available, 4, 4, 5,, Serviced," ₦3,000,000 ", ,,,
2820, per annum,"2,500,000", Terraced Duplex," 2nd Toll Gate, Lekki, Lagos", 1311466, 06 May 2022, 06 May 2022, Available, 2, 2, 3,, Serviced,,,,,
2821, per annum,"4,000,000", Semi-detached Duplex," 2nd Toll Gate, Lekki, Lagos", 1311410, 06 May 2022, 06 May 2022, Available, 4, 4, 5,,,, ,,,
2822, per annum,"3,500,000", House," Thomas Estate, Ajah, Lagos", 1266462, 22 Mar 2022, 06 May 2022, Available, 4,, 4,,,, ,,,
2823, per annum,"5,500,000", Detached Duplex," Lafiaji, Lekki, Lagos", 1288899, 13 Apr 2022, 13 Apr 2022, Available, 4, 4, 5, 3,,,,,,
2824, per annum,"5,000,000", Detached Duplex," Ikota, Lekki, Lagos", 1302534, 27 Apr 2022, 27 Apr 2022, Available, 4, 6, 5, 3,,,,,,
2825, per annum,"500,000", Mini Flat (Room and Parlour)," Boundary Road, Very Close To Major Express Way, Imalete Alafia, Ibeju Lekki, Lagos", 1311974, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 8,,,, Furnished, 750 sqm, 400 sqm
2826, per annum,"12,000,000", Flat / Apartment," Wuse2, Wuse 2, Abuja", 1311975, 06 May 2022, 07 May 2022, Available, 3, 3, 4, 4, Serviced," ₦2,000,000 per annum", ,,,
2827, per annum,"500,000", Mini Flat (Room and Parlour)," Military Estate Eleko Junction, Eleko, Ibeju Lekki, Lagos", 1311878, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 15,,,, Furnished, 700 sqm, 350 sqm
2828, per annum,"3,000,000", Flat / Apartment," Lekki, Lekki Phase 1, Lekki, Lagos", 1311969, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 1,,, ,, 150 sqm, 100 sqm
2829, per annum,"9,000,000", Semi-detached Duplex," Ikeja G.r.a, Ikeja GRA, Ikeja, Lagos", 1311962, 06 May 2022, 07 May 2022, Available, 5, 5, 6, 5,,,,,,
2830, per annum,"2,300,000", Terraced Duplex," Sandworth Homes Estate, Jerry Nwakobi Strret, Abraham Adesanya, Ajah, Lagos", 1149923, 24 Nov 2021, 06 May 2022, Available, 4,, 5, 3,,, ,,,
2831, per annum,"3,000,000", Flat / Apartment," Osapa, Lekki, Lagos", 1311956, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 2,,,,,,
2832, per annum,"3,000,000", Flat / Apartment," Oral Estate, Ikota, Lekki, Lagos", 1311951, 06 May 2022, 06 May 2022, Available, 3, 3, 3,, Serviced," ₦200,000 per annum", ,,,
2833, per annum,"13,000,000", Semi-detached Duplex," Maitama, Maitama District, Abuja", 1311947, 06 May 2022, 07 May 2022, Available, 5, 5, 6, 4, Serviced," ₦3,000,000 per annum", ,,,
2834, per annum,"6,000,000", Semi-detached Duplex," Off Oba Akinjobi Str, Ikeja GRA, Ikeja, Lagos", 1277132, 01 Apr 2022, 07 May 2022, Available, 4, 4, 5,,,, ,,,
2835, per annum,"3,000,000", Terraced Duplex," Amity Estate, Sangotedo, Ajah, Lagos", 979164, 17 Jun 2021, 04 May 2022, Available, 3, 3, 4, 2,,,,,,
2836, per annum,"2,500,000", Flat / Apartment," Lekki Phase 1 Right, Lekki Phase 1, Lekki, Lagos", 1312009, 07 May 2022, 07 May 2022, Available, 2, 2, 3, 2,,,,,,
2837, per annum,"12,000,000", Semi-detached Duplex," Lekki Phase 1, Lekki, Lagos", 1290818, 15 Apr 2022, 28 Apr 2022, Available, 5, 5, 6, 8,,,,,,
2838, per annum,"5,000,000", Detached Duplex," Chevyview Estate Chevron, Lekki, Lagos", 1312000, 07 May 2022, 07 May 2022, Available, 5, 5, 6, 5,,,,,,
2839, per annum,"9,000,000", Flat / Apartment," Off Oba Adeyinka Avenue, Ikoyi, Lagos", 1311992, 07 May 2022, 07 May 2022, Available, 3, 3, 4,, Serviced," ₦3,000,000 ", ,,,
2840, per annum,"10,000,000", Flat / Apartment," Off Alfred Rewane Road, Ikoyi, Lagos", 1311981, 07 May 2022, 07 May 2022, Available, 4, 4, 5,, Serviced," ₦3,000,000 ", ,,,
2841, per annum,"2,500,000", Terraced Duplex," 2nd Toll Gate, Lekki, Lagos", 1311466, 06 May 2022, 06 May 2022, Available, 2, 2, 3,, Serviced,,,,,
2842, per annum,"4,000,000", Semi-detached Duplex," 2nd Toll Gate, Lekki, Lagos", 1311410, 06 May 2022, 06 May 2022, Available, 4, 4, 5,,,, ,,,
2843, per annum,"3,500,000", House," Thomas Estate, Ajah, Lagos", 1266462, 22 Mar 2022, 06 May 2022, Available, 4,, 4,,,, ,,,
2844, per annum,"5,500,000", Detached Duplex," Lafiaji, Lekki, Lagos", 1288899, 13 Apr 2022, 13 Apr 2022, Available, 4, 4, 5, 3,,,,,,
2845, per annum,"5,000,000", Detached Duplex," Ikota, Lekki, Lagos", 1302534, 27 Apr 2022, 27 Apr 2022, Available, 4, 6, 5, 3,,,,,,
2846, per annum,"500,000", Mini Flat (Room and Parlour)," Boundary Road, Very Close To Major Express Way, Imalete Alafia, Ibeju Lekki, Lagos", 1311974, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 8,,,, Furnished, 750 sqm, 400 sqm
2847, per annum,"12,000,000", Flat / Apartment," Wuse2, Wuse 2, Abuja", 1311975, 06 May 2022, 07 May 2022, Available, 3, 3, 4, 4, Serviced," ₦2,000,000 per annum", ,,,
2848, per annum,"500,000", Mini Flat (Room and Parlour)," Military Estate Eleko Junction, Eleko, Ibeju Lekki, Lagos", 1311878, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 15,,,, Furnished, 700 sqm, 350 sqm
2849, per annum,"3,000,000", Flat / Apartment," Lekki, Lekki Phase 1, Lekki, Lagos", 1311969, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 1,,, ,, 150 sqm, 100 sqm
2850, per annum,"9,000,000", Semi-detached Duplex," Ikeja G.r.a, Ikeja GRA, Ikeja, Lagos", 1311962, 06 May 2022, 07 May 2022, Available, 5, 5, 6, 5,,,,,,
2851, per annum,"2,300,000", Terraced Duplex," Sandworth Homes Estate, Jerry Nwakobi Strret, Abraham Adesanya, Ajah, Lagos", 1149923, 24 Nov 2021, 06 May 2022, Available, 4,, 5, 3,,, ,,,
2852, per annum,"3,000,000", Flat / Apartment," Osapa, Lekki, Lagos", 1311956, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 2,,,,,,
2853, per annum,"3,000,000", Flat / Apartment," Oral Estate, Ikota, Lekki, Lagos", 1311951, 06 May 2022, 06 May 2022, Available, 3, 3, 3,, Serviced," ₦200,000 per annum", ,,,
2854, per annum,"13,000,000", Semi-detached Duplex," Maitama, Maitama District, Abuja", 1311947, 06 May 2022, 07 May 2022, Available, 5, 5, 6, 4, Serviced," ₦3,000,000 per annum", ,,,
2855, per annum,"6,000,000", Semi-detached Duplex," Off Oba Akinjobi Str, Ikeja GRA, Ikeja, Lagos", 1277132, 01 Apr 2022, 07 May 2022, Available, 4, 4, 5,,,, ,,,
2856, per annum,"4,500,000", Terraced Duplex," Naf Valley Estate, Asokoro District, Abuja", 1296211, 21 Apr 2022, 04 May 2022, Available, 3, 3, 4, 1, Serviced," ₦800,000 per annum", , Furnished, 400 sqm, 280 sqm
2857, per annum,"2,500,000", Flat / Apartment," Lekki Phase 1 Right, Lekki Phase 1, Lekki, Lagos", 1312009, 07 May 2022, 07 May 2022, Available, 2, 2, 3, 2,,,,,,
2858, per annum,"12,000,000", Semi-detached Duplex," Lekki Phase 1, Lekki, Lagos", 1290818, 15 Apr 2022, 28 Apr 2022, Available, 5, 5, 6, 8,,,,,,
2859, per annum,"5,000,000", Detached Duplex," Chevyview Estate Chevron, Lekki, Lagos", 1312000, 07 May 2022, 07 May 2022, Available, 5, 5, 6, 5,,,,,,
2860, per annum,"9,000,000", Flat / Apartment," Off Oba Adeyinka Avenue, Ikoyi, Lagos", 1311992, 07 May 2022, 07 May 2022, Available, 3, 3, 4,, Serviced," ₦3,000,000 ", ,,,
2861, per annum,"10,000,000", Flat / Apartment," Off Alfred Rewane Road, Ikoyi, Lagos", 1311981, 07 May 2022, 07 May 2022, Available, 4, 4, 5,, Serviced," ₦3,000,000 ", ,,,
2862, per annum,"2,500,000", Terraced Duplex," 2nd Toll Gate, Lekki, Lagos", 1311466, 06 May 2022, 06 May 2022, Available, 2, 2, 3,, Serviced,,,,,
2863, per annum,"4,000,000", Semi-detached Duplex," 2nd Toll Gate, Lekki, Lagos", 1311410, 06 May 2022, 06 May 2022, Available, 4, 4, 5,,,, ,,,
2864, per annum,"3,500,000", House," Thomas Estate, Ajah, Lagos", 1266462, 22 Mar 2022, 06 May 2022, Available, 4,, 4,,,, ,,,
2865, per annum,"5,500,000", Detached Duplex," Lafiaji, Lekki, Lagos", 1288899, 13 Apr 2022, 13 Apr 2022, Available, 4, 4, 5, 3,,,,,,
2866, per annum,"5,000,000", Detached Duplex," Ikota, Lekki, Lagos", 1302534, 27 Apr 2022, 27 Apr 2022, Available, 4, 6, 5, 3,,,,,,
2867, per annum,"500,000", Mini Flat (Room and Parlour)," Boundary Road, Very Close To Major Express Way, Imalete Alafia, Ibeju Lekki, Lagos", 1311974, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 8,,,, Furnished, 750 sqm, 400 sqm
2868, per annum,"12,000,000", Flat / Apartment," Wuse2, Wuse 2, Abuja", 1311975, 06 May 2022, 07 May 2022, Available, 3, 3, 4, 4, Serviced," ₦2,000,000 per annum", ,,,
2869, per annum,"500,000", Mini Flat (Room and Parlour)," Military Estate Eleko Junction, Eleko, Ibeju Lekki, Lagos", 1311878, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 15,,,, Furnished, 700 sqm, 350 sqm
2870, per annum,"3,000,000", Flat / Apartment," Lekki, Lekki Phase 1, Lekki, Lagos", 1311969, 06 May 2022, 06 May 2022, Available, 1, 1, 2, 1,,, ,, 150 sqm, 100 sqm
2871, per annum,"9,000,000", Semi-detached Duplex," Ikeja G.r.a, Ikeja GRA, Ikeja, Lagos", 1311962, 06 May 2022, 07 May 2022, Available, 5, 5, 6, 5,,,,,,
2872, per annum,"2,300,000", Terraced Duplex," Sandworth Homes Estate, Jerry Nwakobi Strret, Abraham Adesanya, Ajah, Lagos", 1149923, 24 Nov 2021, 06 May 2022, Available, 4,, 5, 3,,, ,,,
2873, per annum,"3,000,000", Flat / Apartment," Osapa, Lekki, Lagos", 1311956, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 2,,,,,,
2874, per annum,"3,000,000", Flat / Apartment," Oral Estate, Ikota, Lekki, Lagos", 1311951, 06 May 2022, 06 May 2022, Available, 3, 3, 3,, Serviced," ₦200,000 per annum", ,,,
2875, per annum,"13,000,000", Semi-detached Duplex," Maitama, Maitama District, Abuja", 1311947, 06 May 2022, 07 May 2022, Available, 5, 5, 6, 4, Serviced," ₦3,000,000 per annum", ,,,
2876, per annum,"6,000,000", Semi-detached Duplex," Off Oba Akinjobi Str, Ikeja GRA, Ikeja, Lagos", 1277132, 01 Apr 2022, 07 May 2022, Available, 4, 4, 5,,,, ,,,
2877, per annum,"4,500,000", Terraced Duplex," Naf Valley Estate, Asokoro District, Abuja", 1296211, 21 Apr 2022, 04 May 2022, Available, 3, 3, 4, 1, Serviced," ₦800,000 per annum", , Furnished, 400 sqm, 280 sqm
2878, per annum,"2,500,000", Flat / Apartment," Lekki Phase 1 Right, Lekki Phase 1, Lekki, Lagos", 1312009, 07 May 2022, 07 May 2022, Available, 2, 2, 3, 2,,,,,,
2879, per annum,"12,000,000", Semi-detached Duplex," Lekki Phase 1, Lekki, Lagos", 1290818, 15 Apr 2022, 28 Apr 2022, Available, 5, 5, 6, 8,,,,,,
2880, per annum,"5,000,000", Detached Duplex," Chevyview Estate Chevron, Lekki, Lagos", 1312000, 07 May 2022, 07 May 2022, Available, 5, 5, 6, 5,,,,,,
2881, per annum,"9,000,000", Flat / Apartment," Off Oba Adeyinka Avenue, Ikoyi, Lagos", 1311992, 07 May 2022, 07 May 2022, Available, 3, 3, 4,, Serviced," ₦3,000,000 ", ,,,
2882, per annum,"10,000,000", Flat / Apartment," Off Alfred Rewane Road, Ikoyi, Lagos", 1311981, 07 May 2022, 07 May 2022, Available, 4, 4, 5,, Serviced," ₦3,000,000 ", ,,,
2883, per annum,"2,500,000", Terraced Duplex," 2nd Toll Gate, Lekki, Lagos", 1311466, 06 May 2022, 06 May 2022, Available, 2, 2, 3,, Serviced,,,,,
2884, per annum,"4,000,000", Semi-detached Duplex," 2nd Toll Gate, Lekki, Lagos", 1311410, 06 May 2022, 06 May 2022, Available, 4, 4, 5,,,, ,,,
2885, per annum,"3,500,000", House," Thomas Estate, Ajah, Lagos", 1266462, 22 Mar 2022, 06 May 2022, Available, 4,, 4,,,, ,,,
2886, per annum,"5,500,000", Detached Duplex," Lafiaji, Lekki, Lagos", 1288899, 13 Apr 2022, 13 Apr 2022, Available, 4, 4, 5, 3,,,,,,
