,Period,Price,Type,Location,Property Ref,Added On,Last Updated,Market Status,Parking Spaces,Bedrooms,Bathrooms,Toilets,Servicing,Service Charge,   ,Total Area,Covered Area,Furnishing
448, per annum,"7,500,000", Terraced Duplex," Oniru, Victoria Island (VI), Lagos", 1270660, 26 Mar 2022, 01 May 2022, Available, 2, 4, 4, 5, Serviced," ₦1,300,000 ", ,,,
449, per annum,"3,500,000", Flat / Apartment," Lekki Phase 1, Lekki, Lagos", 1299721, 24 Apr 2022, 07 May 2022, Available,, 2, 2, 3, Serviced," ₦2,000,000 ", ,,,
450, per annum,"2,500,000", Flat / Apartment," Ikate Elegushi, Lekki, Lagos", 1312481, 07 May 2022, 07 May 2022, Available, 2, 2, 2, 3,,,,,,
451, per annum,"3,000,000", Flat / Apartment," Nice Location At Wuye, Wuye, Abuja", 1312467, 07 May 2022, 07 May 2022, Available, 2, 3, 3, 4, Serviced," ₦550,000 per annum", ,,,
452, per annum,"4,500,000", Flat / Apartment," Oba Yesufu Way, Oniru, Victoria Island (VI), Lagos", 1312462, 07 May 2022, 07 May 2022, Available,, 3, 3, 4, Serviced," ₦2,500,000 per annum", ,,,
453, per annum,"750,000", Mini Flat (Room and Parlour)," Sangotedo, Ajah, Lagos", 1312457, 07 May 2022, 07 May 2022, Available, 1, 1, 1, 2,,,,,,
454, per annum,"1,400,000", Flat / Apartment," Okun-Ajah, Ajah, Lagos", 1312440, 07 May 2022, 07 May 2022, Available, 2, 3, 3, 4,,,,,,
455, per annum,"1,000,000", Flat / Apartment," Ado, Ajah, Lagos", 1312438, 07 May 2022, 07 May 2022, Available,, 2,,,,,,,,
456, per annum,"350,000", Mini Flat (Room and Parlour)," Oke Ira Second Junction, Ogba, Ikeja, Lagos", 1312437, 07 May 2022, 07 May 2022, Available,, 1,,,,,,,,
457, per annum,"2,800,000", Terraced Duplex," Megamound Estate Off Lekki County Road, Ikota, Lekki, Lagos", 1312432, 07 May 2022, 07 May 2022, Available,, 3, 3, 4,,, ,,,
458, per annum,"5,500,000", Flat / Apartment," Oniru, Victoria Island (VI), Lagos", 1312430, 07 May 2022, 07 May 2022, Available,, 3, 3, 4, Serviced," ₦2,500,000 per annum", ,,,
459, per annum,"1,400,000", Mini Flat (Room and Parlour)," Marcus Poli Estate After Azman Filling Station, Gwarinpa, Abuja", 1312425, 07 May 2022, 07 May 2022, Available,, 1, 1, 1,,, ,,,
460, per annum,"4,000,000", Flat / Apartment," Orchid Lekki Lagos Nigeria, Lekki Expressway, Lekki, Lagos", 1312426, 07 May 2022, 07 May 2022, Available, 2, 4, 5, 5, Serviced," ₦40,000 ", ," 2,000 sqm"," 1,000 sqm",
461, per annum,"12,000,000", Terraced Duplex," Old Ikoyi, Ikoyi, Lagos", 1307756, 03 May 2022, 07 May 2022, Available, 5, 4, 4, 5,,,,,,
462, per annum,"3,000,000", Office Space," Sokode Crescent, Zone 5, Wuse, Abuja", 638787, 05 Jun 2020, 27 Apr 2022, Available, 30,,, 5, Serviced," ₦240,000 per annum", ,,, Furnished
463, per annum,"1,750,000", Flat / Apartment," Ajah, Lagos", 1312319, 07 May 2022, 07 May 2022, Available,, 2, 2, 3, Serviced," ₦650,000 per annum", ,,,
464, per annum,"10,000,000", Flat / Apartment," Ikoyi, Lagos", 1153304, 26 Nov 2021, 07 May 2022, Available, 2, 3, 3, 4, Serviced,, ,,,
465, per annum,"5,000,000", Semi-detached Duplex," Chevron Drive, Lekki, Lagos", 1271655, 27 Mar 2022, 07 May 2022, Available,, 4, 4, 5,,, ,,,
466, per annum,"300,000", Flat / Apartment," Asese, Ibafo, Ogun", 982176, 20 Jun 2021, 11 Apr 2022, Available, 2, 2, 2, 2,,,,,,
467, per annum,"1,200,000", Flat / Apartment," Sangotedo, Ajah, Lagos", 1246001, 03 Mar 2022, 07 May 2022, Available,, 2, 2, 3,,, ,,,
468, per annum,"3,500,000", Flat / Apartment," Bera Estate, Chevron, Lekki, Lagos", 1312491, 07 May 2022, 07 May 2022, Available,, 2,,,,,,,,
469, per annum,"7,500,000", Terraced Duplex," Oniru, Victoria Island (VI), Lagos", 1270660, 26 Mar 2022, 01 May 2022, Available, 2, 4, 4, 5, Serviced," ₦1,300,000 ", ,,,
470, per annum,"3,500,000", Flat / Apartment," Lekki Phase 1, Lekki, Lagos", 1299721, 24 Apr 2022, 07 May 2022, Available,, 2, 2, 3, Serviced," ₦2,000,000 ", ,,,
471, per annum,"2,500,000", Flat / Apartment," Ikate Elegushi, Lekki, Lagos", 1312481, 07 May 2022, 07 May 2022, Available, 2, 2, 2, 3,,,,,,
472, per annum,"3,000,000", Flat / Apartment," Nice Location At Wuye, Wuye, Abuja", 1312467, 07 May 2022, 07 May 2022, Available, 2, 3, 3, 4, Serviced," ₦550,000 per annum", ,,,
473, per annum,"4,500,000", Flat / Apartment," Oba Yesufu Way, Oniru, Victoria Island (VI), Lagos", 1312462, 07 May 2022, 07 May 2022, Available,, 3, 3, 4, Serviced," ₦2,500,000 per annum", ,,,
474, per annum,"750,000", Mini Flat (Room and Parlour)," Sangotedo, Ajah, Lagos", 1312457, 07 May 2022, 07 May 2022, Available, 1, 1, 1, 2,,,,,,
475, per annum,"1,400,000", Flat / Apartment," Okun-Ajah, Ajah, Lagos", 1312440, 07 May 2022, 07 May 2022, Available, 2, 3, 3, 4,,,,,,
476, per annum,"1,000,000", Flat / Apartment," Ado, Ajah, Lagos", 1312438, 07 May 2022, 07 May 2022, Available,, 2,,,,,,,,
477, per annum,"350,000", Mini Flat (Room and Parlour)," Oke Ira Second Junction, Ogba, Ikeja, Lagos", 1312437, 07 May 2022, 07 May 2022, Available,, 1,,,,,,,,
478, per annum,"2,800,000", Terraced Duplex," Megamound Estate Off Lekki County Road, Ikota, Lekki, Lagos", 1312432, 07 May 2022, 07 May 2022, Available,, 3, 3, 4,,, ,,,
479, per annum,"5,500,000", Flat / Apartment," Oniru, Victoria Island (VI), Lagos", 1312430, 07 May 2022, 07 May 2022, Available,, 3, 3, 4, Serviced," ₦2,500,000 per annum", ,,,
480, per annum,"1,400,000", Mini Flat (Room and Parlour)," Marcus Poli Estate After Azman Filling Station, Gwarinpa, Abuja", 1312425, 07 May 2022, 07 May 2022, Available,, 1, 1, 1,,, ,,,
481, per annum,"4,000,000", Flat / Apartment," Orchid Lekki Lagos Nigeria, Lekki Expressway, Lekki, Lagos", 1312426, 07 May 2022, 07 May 2022, Available, 2, 4, 5, 5, Serviced," ₦40,000 ", ," 2,000 sqm"," 1,000 sqm",
482, per annum,"12,000,000", Terraced Duplex," Old Ikoyi, Ikoyi, Lagos", 1307756, 03 May 2022, 07 May 2022, Available, 5, 4, 4, 5,,,,,,
483, per annum,"3,000,000", Terraced Duplex," Amity Estate, Sangotedo, Ajah, Lagos", 979164, 17 Jun 2021, 04 May 2022, Available, 2, 3, 3, 4,,,,,,
484, per annum,"1,750,000", Flat / Apartment," Ajah, Lagos", 1312319, 07 May 2022, 07 May 2022, Available,, 2, 2, 3, Serviced," ₦650,000 per annum", ,,,
485, per annum,"10,000,000", Flat / Apartment," Ikoyi, Lagos", 1153304, 26 Nov 2021, 07 May 2022, Available, 2, 3, 3, 4, Serviced,, ,,,
486, per annum,"5,000,000", Semi-detached Duplex," Chevron Drive, Lekki, Lagos", 1271655, 27 Mar 2022, 07 May 2022, Available,, 4, 4, 5,,, ,,,
487, per annum,"300,000", Flat / Apartment," Asese, Ibafo, Ogun", 982176, 20 Jun 2021, 11 Apr 2022, Available, 2, 2, 2, 2,,,,,,
488, per annum,"1,200,000", Flat / Apartment," Sangotedo, Ajah, Lagos", 1246001, 03 Mar 2022, 07 May 2022, Available,, 2, 2, 3,,, ,,,
489, per annum,"3,500,000", Flat / Apartment," Bera Estate, Chevron, Lekki, Lagos", 1312491, 07 May 2022, 07 May 2022, Available,, 2,,,,,,,,
490, per annum,"7,500,000", Terraced Duplex," Oniru, Victoria Island (VI), Lagos", 1270660, 26 Mar 2022, 01 May 2022, Available, 2, 4, 4, 5, Serviced," ₦1,300,000 ", ,,,
491, per annum,"3,500,000", Flat / Apartment," Lekki Phase 1, Lekki, Lagos", 1299721, 24 Apr 2022, 07 May 2022, Available,, 2, 2, 3, Serviced," ₦2,000,000 ", ,,,
492, per annum,"2,500,000", Flat / Apartment," Ikate Elegushi, Lekki, Lagos", 1312481, 07 May 2022, 07 May 2022, Available, 2, 2, 2, 3,,,,,,
493, per annum,"3,000,000", Flat / Apartment," Nice Location At Wuye, Wuye, Abuja", 1312467, 07 May 2022, 07 May 2022, Available, 2, 3, 3, 4, Serviced," ₦550,000 per annum", ,,,
494, per annum,"4,500,000", Flat / Apartment," Oba Yesufu Way, Oniru, Victoria Island (VI), Lagos", 1312462, 07 May 2022, 07 May 2022, Available,, 3, 3, 4, Serviced," ₦2,500,000 per annum", ,,,
495, per annum,"750,000", Mini Flat (Room and Parlour)," Sangotedo, Ajah, Lagos", 1312457, 07 May 2022, 07 May 2022, Available, 1, 1, 1, 2,,,,,,
496, per annum,"1,400,000", Flat / Apartment," Okun-Ajah, Ajah, Lagos", 1312440, 07 May 2022, 07 May 2022, Available, 2, 3, 3, 4,,,,,,
497, per annum,"1,000,000", Flat / Apartment," Ado, Ajah, Lagos", 1312438, 07 May 2022, 07 May 2022, Available,, 2,,,,,,,,
498, per annum,"350,000", Mini Flat (Room and Parlour)," Oke Ira Second Junction, Ogba, Ikeja, Lagos", 1312437, 07 May 2022, 07 May 2022, Available,, 1,,,,,,,,
499, per annum,"2,800,000", Terraced Duplex," Megamound Estate Off Lekki County Road, Ikota, Lekki, Lagos", 1312432, 07 May 2022, 07 May 2022, Available,, 3, 3, 4,,, ,,,
500, per annum,"5,500,000", Flat / Apartment," Oniru, Victoria Island (VI), Lagos", 1312430, 07 May 2022, 07 May 2022, Available,, 3, 3, 4, Serviced," ₦2,500,000 per annum", ,,,
501, per annum,"1,400,000", Mini Flat (Room and Parlour)," Marcus Poli Estate After Azman Filling Station, Gwarinpa, Abuja", 1312425, 07 May 2022, 07 May 2022, Available,, 1, 1, 1,,, ,,,
502, per annum,"4,000,000", Flat / Apartment," Orchid Lekki Lagos Nigeria, Lekki Expressway, Lekki, Lagos", 1312426, 07 May 2022, 07 May 2022, Available, 2, 4, 5, 5, Serviced," ₦40,000 ", ," 2,000 sqm"," 1,000 sqm",
503, per annum,"12,000,000", Terraced Duplex," Old Ikoyi, Ikoyi, Lagos", 1307756, 03 May 2022, 07 May 2022, Available, 5, 4, 4, 5,,,,,,
504, per day,"60,000", Conference / Meeting / Training Room," Kado, Abuja", 638818, 05 Jun 2020, 04 Mar 2022, Available, 10,,,,,,,,,
505, per annum,"1,750,000", Flat / Apartment," Ajah, Lagos", 1312319, 07 May 2022, 07 May 2022, Available,, 2, 2, 3, Serviced," ₦650,000 per annum", ,,,
506, per annum,"10,000,000", Flat / Apartment," Ikoyi, Lagos", 1153304, 26 Nov 2021, 07 May 2022, Available, 2, 3, 3, 4, Serviced,, ,,,
507, per annum,"5,000,000", Semi-detached Duplex," Chevron Drive, Lekki, Lagos", 1271655, 27 Mar 2022, 07 May 2022, Available,, 4, 4, 5,,, ,,,
508, per annum,"300,000", Flat / Apartment," Asese, Ibafo, Ogun", 982176, 20 Jun 2021, 11 Apr 2022, Available, 2, 2, 2, 2,,,,,,
509, per annum,"1,200,000", Flat / Apartment," Sangotedo, Ajah, Lagos", 1246001, 03 Mar 2022, 07 May 2022, Available,, 2, 2, 3,,, ,,,
510, per annum,"3,500,000", Flat / Apartment," Bera Estate, Chevron, Lekki, Lagos", 1312491, 07 May 2022, 07 May 2022, Available,, 2,,,,,,,,
511, per annum,"7,500,000", Terraced Duplex," Oniru, Victoria Island (VI), Lagos", 1270660, 26 Mar 2022, 01 May 2022, Available, 2, 4, 4, 5, Serviced," ₦1,300,000 ", ,,,
512, per annum,"3,500,000", Flat / Apartment," Lekki Phase 1, Lekki, Lagos", 1299721, 24 Apr 2022, 07 May 2022, Available,, 2, 2, 3, Serviced," ₦2,000,000 ", ,,,
513, per annum,"2,500,000", Flat / Apartment," Ikate Elegushi, Lekki, Lagos", 1312481, 07 May 2022, 07 May 2022, Available, 2, 2, 2, 3,,,,,,
514, per annum,"3,000,000", Flat / Apartment," Nice Location At Wuye, Wuye, Abuja", 1312467, 07 May 2022, 07 May 2022, Available, 2, 3, 3, 4, Serviced," ₦550,000 per annum", ,,,
515, per annum,"4,500,000", Flat / Apartment," Oba Yesufu Way, Oniru, Victoria Island (VI), Lagos", 1312462, 07 May 2022, 07 May 2022, Available,, 3, 3, 4, Serviced," ₦2,500,000 per annum", ,,,
516, per annum,"750,000", Mini Flat (Room and Parlour)," Sangotedo, Ajah, Lagos", 1312457, 07 May 2022, 07 May 2022, Available, 1, 1, 1, 2,,,,,,
517, per annum,"1,400,000", Flat / Apartment," Okun-Ajah, Ajah, Lagos", 1312440, 07 May 2022, 07 May 2022, Available, 2, 3, 3, 4,,,,,,
518, per annum,"1,000,000", Flat / Apartment," Ado, Ajah, Lagos", 1312438, 07 May 2022, 07 May 2022, Available,, 2,,,,,,,,
519, per annum,"350,000", Mini Flat (Room and Parlour)," Oke Ira Second Junction, Ogba, Ikeja, Lagos", 1312437, 07 May 2022, 07 May 2022, Available,, 1,,,,,,,,
520, per annum,"2,800,000", Terraced Duplex," Megamound Estate Off Lekki County Road, Ikota, Lekki, Lagos", 1312432, 07 May 2022, 07 May 2022, Available,, 3, 3, 4,,, ,,,
521, per annum,"5,500,000", Flat / Apartment," Oniru, Victoria Island (VI), Lagos", 1312430, 07 May 2022, 07 May 2022, Available,, 3, 3, 4, Serviced," ₦2,500,000 per annum", ,,,
522, per annum,"1,400,000", Mini Flat (Room and Parlour)," Marcus Poli Estate After Azman Filling Station, Gwarinpa, Abuja", 1312425, 07 May 2022, 07 May 2022, Available,, 1, 1, 1,,, ,,,
523, per annum,"4,000,000", Flat / Apartment," Orchid Lekki Lagos Nigeria, Lekki Expressway, Lekki, Lagos", 1312426, 07 May 2022, 07 May 2022, Available, 2, 4, 5, 5, Serviced," ₦40,000 ", ," 2,000 sqm"," 1,000 sqm",
524, per annum,"12,000,000", Terraced Duplex," Old Ikoyi, Ikoyi, Lagos", 1307756, 03 May 2022, 07 May 2022, Available, 5, 4, 4, 5,,,,,,
525, per annum,"8,000,000", Terraced Duplex," Oniru, Victoria Island (VI), Lagos", 1243809, 02 Mar 2022, 11 Apr 2022, Available,, 5, 5, 6,,, ,,,
526, per annum,"1,750,000", Flat / Apartment," Ajah, Lagos", 1312319, 07 May 2022, 07 May 2022, Available,, 2, 2, 3, Serviced," ₦650,000 per annum", ,,,
527, per annum,"10,000,000", Flat / Apartment," Ikoyi, Lagos", 1153304, 26 Nov 2021, 07 May 2022, Available, 2, 3, 3, 4, Serviced,, ,,,
528, per annum,"5,000,000", Semi-detached Duplex," Chevron Drive, Lekki, Lagos", 1271655, 27 Mar 2022, 07 May 2022, Available,, 4, 4, 5,,, ,,,
529, per annum,"300,000", Flat / Apartment," Asese, Ibafo, Ogun", 982176, 20 Jun 2021, 11 Apr 2022, Available, 2, 2, 2, 2,,,,,,
530, per annum,"1,200,000", Flat / Apartment," Sangotedo, Ajah, Lagos", 1246001, 03 Mar 2022, 07 May 2022, Available,, 2, 2, 3,,, ,,,
531, per annum,"3,500,000", Flat / Apartment," Bera Estate, Chevron, Lekki, Lagos", 1312491, 07 May 2022, 07 May 2022, Available,, 2,,,,,,,,
532, per annum,"7,500,000", Terraced Duplex," Oniru, Victoria Island (VI), Lagos", 1270660, 26 Mar 2022, 01 May 2022, Available, 2, 4, 4, 5, Serviced," ₦1,300,000 ", ,,,
533, per annum,"3,500,000", Flat / Apartment," Lekki Phase 1, Lekki, Lagos", 1299721, 24 Apr 2022, 07 May 2022, Available,, 2, 2, 3, Serviced," ₦2,000,000 ", ,,,
534, per annum,"2,500,000", Flat / Apartment," Ikate Elegushi, Lekki, Lagos", 1312481, 07 May 2022, 07 May 2022, Available, 2, 2, 2, 3,,,,,,
535, per annum,"3,000,000", Flat / Apartment," Nice Location At Wuye, Wuye, Abuja", 1312467, 07 May 2022, 07 May 2022, Available, 2, 3, 3, 4, Serviced," ₦550,000 per annum", ,,,
536, per annum,"4,500,000", Flat / Apartment," Oba Yesufu Way, Oniru, Victoria Island (VI), Lagos", 1312462, 07 May 2022, 07 May 2022, Available,, 3, 3, 4, Serviced," ₦2,500,000 per annum", ,,,
537, per annum,"750,000", Mini Flat (Room and Parlour)," Sangotedo, Ajah, Lagos", 1312457, 07 May 2022, 07 May 2022, Available, 1, 1, 1, 2,,,,,,
538, per annum,"1,400,000", Flat / Apartment," Okun-Ajah, Ajah, Lagos", 1312440, 07 May 2022, 07 May 2022, Available, 2, 3, 3, 4,,,,,,
539, per annum,"1,000,000", Flat / Apartment," Ado, Ajah, Lagos", 1312438, 07 May 2022, 07 May 2022, Available,, 2,,,,,,,,
540, per annum,"350,000", Mini Flat (Room and Parlour)," Oke Ira Second Junction, Ogba, Ikeja, Lagos", 1312437, 07 May 2022, 07 May 2022, Available,, 1,,,,,,,,
541, per annum,"2,800,000", Terraced Duplex," Megamound Estate Off Lekki County Road, Ikota, Lekki, Lagos", 1312432, 07 May 2022, 07 May 2022, Available,, 3, 3, 4,,, ,,,
542, per annum,"5,500,000", Flat / Apartment," Oniru, Victoria Island (VI), Lagos", 1312430, 07 May 2022, 07 May 2022, Available,, 3, 3, 4, Serviced," ₦2,500,000 per annum", ,,,
543, per annum,"1,400,000", Mini Flat (Room and Parlour)," Marcus Poli Estate After Azman Filling Station, Gwarinpa, Abuja", 1312425, 07 May 2022, 07 May 2022, Available,, 1, 1, 1,,, ,,,
544, per annum,"4,000,000", Flat / Apartment," Orchid Lekki Lagos Nigeria, Lekki Expressway, Lekki, Lagos", 1312426, 07 May 2022, 07 May 2022, Available, 2, 4, 5, 5, Serviced," ₦40,000 ", ," 2,000 sqm"," 1,000 sqm",
545, per annum,"12,000,000", Terraced Duplex," Old Ikoyi, Ikoyi, Lagos", 1307756, 03 May 2022, 07 May 2022, Available, 5, 4, 4, 5,,,,,,
546, per annum,"3,000,000", Office Space," Sokode Crescent, Zone 5, Wuse, Abuja", 638787, 05 Jun 2020, 27 Apr 2022, Available, 30,,, 5, Serviced," ₦240,000 per annum", ,,, Furnished
547, per annum,"1,750,000", Flat / Apartment," Ajah, Lagos", 1312319, 07 May 2022, 07 May 2022, Available,, 2, 2, 3, Serviced," ₦650,000 per annum", ,,,
548, per annum,"10,000,000", Flat / Apartment," Ikoyi, Lagos", 1153304, 26 Nov 2021, 07 May 2022, Available, 2, 3, 3, 4, Serviced,, ,,,
549, per annum,"5,000,000", Semi-detached Duplex," Chevron Drive, Lekki, Lagos", 1271655, 27 Mar 2022, 07 May 2022, Available,, 4, 4, 5,,, ,,,
550, per annum,"300,000", Flat / Apartment," Asese, Ibafo, Ogun", 982176, 20 Jun 2021, 11 Apr 2022, Available, 2, 2, 2, 2,,,,,,
551, per annum,"1,200,000", Flat / Apartment," Sangotedo, Ajah, Lagos", 1246001, 03 Mar 2022, 07 May 2022, Available,, 2, 2, 3,,, ,,,
552, per annum,"3,500,000", Flat / Apartment," Bera Estate, Chevron, Lekki, Lagos", 1312491, 07 May 2022, 07 May 2022, Available,, 2,,,,,,,,
553, per annum,"7,500,000", Terraced Duplex," Oniru, Victoria Island (VI), Lagos", 1270660, 26 Mar 2022, 01 May 2022, Available, 2, 4, 4, 5, Serviced," ₦1,300,000 ", ,,,
554, per annum,"3,500,000", Flat / Apartment," Lekki Phase 1, Lekki, Lagos", 1299721, 24 Apr 2022, 07 May 2022, Available,, 2, 2, 3, Serviced," ₦2,000,000 ", ,,,
555, per annum,"2,500,000", Flat / Apartment," Ikate Elegushi, Lekki, Lagos", 1312481, 07 May 2022, 07 May 2022, Available, 2, 2, 2, 3,,,,,,
556, per annum,"3,000,000", Flat / Apartment," Nice Location At Wuye, Wuye, Abuja", 1312467, 07 May 2022, 07 May 2022, Available, 2, 3, 3, 4, Serviced," ₦550,000 per annum", ,,,
557, per annum,"4,500,000", Flat / Apartment," Oba Yesufu Way, Oniru, Victoria Island (VI), Lagos", 1312462, 07 May 2022, 07 May 2022, Available,, 3, 3, 4, Serviced," ₦2,500,000 per annum", ,,,
558, per annum,"750,000", Mini Flat (Room and Parlour)," Sangotedo, Ajah, Lagos", 1312457, 07 May 2022, 07 May 2022, Available, 1, 1, 1, 2,,,,,,
559, per annum,"1,400,000", Flat / Apartment," Okun-Ajah, Ajah, Lagos", 1312440, 07 May 2022, 07 May 2022, Available, 2, 3, 3, 4,,,,,,
560, per annum,"1,000,000", Flat / Apartment," Ado, Ajah, Lagos", 1312438, 07 May 2022, 07 May 2022, Available,, 2,,,,,,,,
561, per annum,"350,000", Mini Flat (Room and Parlour)," Oke Ira Second Junction, Ogba, Ikeja, Lagos", 1312437, 07 May 2022, 07 May 2022, Available,, 1,,,,,,,,
562, per annum,"2,800,000", Terraced Duplex," Megamound Estate Off Lekki County Road, Ikota, Lekki, Lagos", 1312432, 07 May 2022, 07 May 2022, Available,, 3, 3, 4,,, ,,,
563, per annum,"5,500,000", Flat / Apartment," Oniru, Victoria Island (VI), Lagos", 1312430, 07 May 2022, 07 May 2022, Available,, 3, 3, 4, Serviced," ₦2,500,000 per annum", ,,,
564, per annum,"1,400,000", Mini Flat (Room and Parlour)," Marcus Poli Estate After Azman Filling Station, Gwarinpa, Abuja", 1312425, 07 May 2022, 07 May 2022, Available,, 1, 1, 1,,, ,,,
565, per annum,"4,000,000", Flat / Apartment," Orchid Lekki Lagos Nigeria, Lekki Expressway, Lekki, Lagos", 1312426, 07 May 2022, 07 May 2022, Available, 2, 4, 5, 5, Serviced," ₦40,000 ", ," 2,000 sqm"," 1,000 sqm",
566, per annum,"12,000,000", Terraced Duplex," Old Ikoyi, Ikoyi, Lagos", 1307756, 03 May 2022, 07 May 2022, Available, 5, 4, 4, 5,,,,,,
567, per annum,"3,000,000", Terraced Duplex," Amity Estate, Sangotedo, Ajah, Lagos", 979164, 17 Jun 2021, 04 May 2022, Available, 2, 3, 3, 4,,,,,,
568, per annum,"1,750,000", Flat / Apartment," Ajah, Lagos", 1312319, 07 May 2022, 07 May 2022, Available,, 2, 2, 3, Serviced," ₦650,000 per annum", ,,,
569, per annum,"10,000,000", Flat / Apartment," Ikoyi, Lagos", 1153304, 26 Nov 2021, 07 May 2022, Available, 2, 3, 3, 4, Serviced,, ,,,
570, per annum,"5,000,000", Semi-detached Duplex," Chevron Drive, Lekki, Lagos", 1271655, 27 Mar 2022, 07 May 2022, Available,, 4, 4, 5,,, ,,,
571, per annum,"300,000", Flat / Apartment," Asese, Ibafo, Ogun", 982176, 20 Jun 2021, 11 Apr 2022, Available, 2, 2, 2, 2,,,,,,
572, per annum,"1,200,000", Flat / Apartment," Sangotedo, Ajah, Lagos", 1246001, 03 Mar 2022, 07 May 2022, Available,, 2, 2, 3,,, ,,,
573, per annum,"3,500,000", Flat / Apartment," Bera Estate, Chevron, Lekki, Lagos", 1312491, 07 May 2022, 07 May 2022, Available,, 2,,,,,,,,
574, per annum,"7,500,000", Terraced Duplex," Oniru, Victoria Island (VI), Lagos", 1270660, 26 Mar 2022, 01 May 2022, Available, 2, 4, 4, 5, Serviced," ₦1,300,000 ", ,,,
575, per annum,"3,500,000", Flat / Apartment," Lekki Phase 1, Lekki, Lagos", 1299721, 24 Apr 2022, 07 May 2022, Available,, 2, 2, 3, Serviced," ₦2,000,000 ", ,,,
576, per annum,"2,500,000", Flat / Apartment," Ikate Elegushi, Lekki, Lagos", 1312481, 07 May 2022, 07 May 2022, Available, 2, 2, 2, 3,,,,,,
577, per annum,"3,000,000", Flat / Apartment," Nice Location At Wuye, Wuye, Abuja", 1312467, 07 May 2022, 07 May 2022, Available, 2, 3, 3, 4, Serviced," ₦550,000 per annum", ,,,
578, per annum,"4,500,000", Flat / Apartment," Oba Yesufu Way, Oniru, Victoria Island (VI), Lagos", 1312462, 07 May 2022, 07 May 2022, Available,, 3, 3, 4, Serviced," ₦2,500,000 per annum", ,,,
579, per annum,"750,000", Mini Flat (Room and Parlour)," Sangotedo, Ajah, Lagos", 1312457, 07 May 2022, 07 May 2022, Available, 1, 1, 1, 2,,,,,,
580, per annum,"1,400,000", Flat / Apartment," Okun-Ajah, Ajah, Lagos", 1312440, 07 May 2022, 07 May 2022, Available, 2, 3, 3, 4,,,,,,
581, per annum,"1,000,000", Flat / Apartment," Ado, Ajah, Lagos", 1312438, 07 May 2022, 07 May 2022, Available,, 2,,,,,,,,
582, per annum,"350,000", Mini Flat (Room and Parlour)," Oke Ira Second Junction, Ogba, Ikeja, Lagos", 1312437, 07 May 2022, 07 May 2022, Available,, 1,,,,,,,,
583, per annum,"2,800,000", Terraced Duplex," Megamound Estate Off Lekki County Road, Ikota, Lekki, Lagos", 1312432, 07 May 2022, 07 May 2022, Available,, 3, 3, 4,,, ,,,
584, per annum,"5,500,000", Flat / Apartment," Oniru, Victoria Island (VI), Lagos", 1312430, 07 May 2022, 07 May 2022, Available,, 3, 3, 4, Serviced," ₦2,500,000 per annum", ,,,
585, per annum,"1,400,000", Mini Flat (Room and Parlour)," Marcus Poli Estate After Azman Filling Station, Gwarinpa, Abuja", 1312425, 07 May 2022, 07 May 2022, Available,, 1, 1, 1,,, ,,,
586, per annum,"4,000,000", Flat / Apartment," Orchid Lekki Lagos Nigeria, Lekki Expressway, Lekki, Lagos", 1312426, 07 May 2022, 07 May 2022, Available, 2, 4, 5, 5, Serviced," ₦40,000 ", ," 2,000 sqm"," 1,000 sqm",
587, per annum,"12,000,000", Terraced Duplex," Old Ikoyi, Ikoyi, Lagos", 1307756, 03 May 2022, 07 May 2022, Available, 5, 4, 4, 5,,,,,,
588, per day,"60,000", Conference / Meeting / Training Room," Kado, Abuja", 638818, 05 Jun 2020, 04 Mar 2022, Available, 10,,,,,,,,,
589, per annum,"1,750,000", Flat / Apartment," Ajah, Lagos", 1312319, 07 May 2022, 07 May 2022, Available,, 2, 2, 3, Serviced," ₦650,000 per annum", ,,,
590, per annum,"10,000,000", Flat / Apartment," Ikoyi, Lagos", 1153304, 26 Nov 2021, 07 May 2022, Available, 2, 3, 3, 4, Serviced,, ,,,
591, per annum,"5,000,000", Semi-detached Duplex," Chevron Drive, Lekki, Lagos", 1271655, 27 Mar 2022, 07 May 2022, Available,, 4, 4, 5,,, ,,,
592, per annum,"300,000", Flat / Apartment," Asese, Ibafo, Ogun", 982176, 20 Jun 2021, 11 Apr 2022, Available, 2, 2, 2, 2,,,,,,
593, per annum,"1,200,000", Flat / Apartment," Sangotedo, Ajah, Lagos", 1246001, 03 Mar 2022, 07 May 2022, Available,, 2, 2, 3,,, ,,,
594, per annum,"3,500,000", Flat / Apartment," Bera Estate, Chevron, Lekki, Lagos", 1312491, 07 May 2022, 07 May 2022, Available,, 2,,,,,,,,
595, per annum,"7,500,000", Terraced Duplex," Oniru, Victoria Island (VI), Lagos", 1270660, 26 Mar 2022, 01 May 2022, Available, 2, 4, 4, 5, Serviced," ₦1,300,000 ", ,,,
596, per annum,"3,500,000", Flat / Apartment," Lekki Phase 1, Lekki, Lagos", 1299721, 24 Apr 2022, 07 May 2022, Available,, 2, 2, 3, Serviced," ₦2,000,000 ", ,,,
597, per annum,"2,500,000", Flat / Apartment," Ikate Elegushi, Lekki, Lagos", 1312481, 07 May 2022, 07 May 2022, Available, 2, 2, 2, 3,,,,,,
598, per annum,"3,000,000", Flat / Apartment," Nice Location At Wuye, Wuye, Abuja", 1312467, 07 May 2022, 07 May 2022, Available, 2, 3, 3, 4, Serviced," ₦550,000 per annum", ,,,
